"Seqs"	"Plate"	"Pos"	"Plate.1"	"Colunm"	"Row"	"PlatePos"	"ID"	"Compartment"	"Specie2"	"Subsample"	"Specie"	"Cluster"
6339	"P2"	"bc10"	2	2	"B"	"B2"	"W173"	"Water"	"Lemna_Yungensis_5280"	2	"LY5280"	"3"
2395	"P2"	"bc12"	2	2	"D"	"D2"	"L200"	"Front"	"Pistia_Stratiotes"	5	"PS"	"PS"
561	"P2"	"bc13"	2	2	"E"	"E2"	"L172"	"Front"	"Lemna_Yungensis_5280"	2	"LY5280"	"3"
4314	"P2"	"bc14"	2	2	"F"	"F2"	"W185"	"Water"	"Lemna_Aequinoctialis_7339"	4	"LA7339"	"3"
1707	"P2"	"bc15"	2	2	"G"	"G2"	"R142"	"Root"	"Londoltia_Punctata_0049"	2	"LP0049"	"2"
1436	"P2"	"bc16"	2	2	"H"	"H2"	"L136"	"Front"	"Londoltia_Punctata_7760"	1	"LP7760"	"2"
6074	"P2"	"bc17"	2	3	"A"	"A3"	"L125"	"Front"	"Spirodela_polyrhiza_5543"	5	"SP5543"	"1"
1113	"P2"	"bc18"	2	3	"B"	"B3"	"R147"	"Root"	"Lemna_Turionifera_9109"	2	"LT9109"	"2"
4447	"P2"	"bc19"	2	3	"C"	"C3"	"R114"	"Root"	"Spirodela_Intermedia_9227"	4	"SI9227"	"1"
9548	"P2"	"bc1"	2	1	"A"	"A1"	"L164"	"Front"	"Lemna_Minor_8389"	4	"LM8389"	"2"
926	"P2"	"bc20"	2	3	"D"	"D3"	"R146"	"Root"	"Lemna_Turionifera_9109"	1	"LT9109"	"2"
3030	"P2"	"bc22"	2	3	"F"	"F3"	"R58"	"Root"	"Lemna_Minor_7123"	1	"LM7123"	"2"
3473	"P2"	"bc24"	2	3	"H"	"H3"	"W139"	"Water"	"Londoltia_Punctata_7760"	4	"LP7760"	"2"
8062	"P2"	"bc25"	2	4	"A"	"A4"	"R168"	"Root"	"Lemna_Yungensis_5280"	3	"LY5280"	"3"
5044	"P2"	"bc26"	2	4	"B"	"B4"	"L190"	"Front"	"Lemna_Perpusilla_8539"	5	"LP8539"	"3"
3870	"P2"	"bc27"	2	4	"C"	"C4"	"L171"	"Front"	"Lemna_Yungensis_5280"	1	"LY5280"	"3"
4636	"P2"	"bc28"	2	4	"D"	"D4"	"R140"	"Root"	"Londoltia_Punctata_7760"	4	"LP7760"	"2"
3006	"P2"	"bc29"	2	4	"E"	"E4"	"R167"	"Root"	"Lemna_Yungensis_5280"	2	"LY5280"	"3"
5483	"P2"	"bc2"	2	1	"B"	"B1"	"W138"	"Water"	"Londoltia_Punctata_7760"	3	"LP7760"	"2"
4024	"P2"	"bc30"	2	4	"F"	"F4"	"W177"	"Water"	"Lemna_Minuta_7200"	1	"LM7200"	"3"
3269	"P2"	"bc31"	2	4	"G"	"G4"	"L159"	"Front"	"Lemna_Minor_7123"	4	"LM7123"	"2"
7660	"P2"	"bc32"	2	4	"H"	"H4"	"W124"	"Water"	"Spirodela_polyrhiza_5543"	3	"SP5543"	"1"
3504	"P2"	"bc33"	2	5	"A"	"A5"	"L157"	"Front"	"Lemna_Minor_7123"	2	"LM7123"	"2"
3592	"P2"	"bc34"	2	5	"B"	"B5"	"L134"	"Front"	"Spirodela_polyrhiza_9192"	4	"SP9192"	"1"
2150	"P2"	"bc35"	2	5	"C"	"C5"	"W101"	"Water"	"Control"	1	"Control"	"Control"
1326	"P2"	"bc36"	2	5	"D"	"D5"	"W141"	"Water"	"Londoltia_Punctata_0049"	1	"LP0049"	"2"
1701	"P2"	"bc37"	2	5	"E"	"E5"	"W158"	"Water"	"Lemna_Minor_7123"	3	"LM7123"	"2"
5400	"P2"	"bc38"	2	5	"F"	"F5"	"R121"	"Root"	"Spirodela_polyrhiza_5543"	1	"SP5543"	"1"
2314	"P2"	"bc39"	2	5	"G"	"G5"	"R112"	"Root"	"Spirodela_Intermedia_9227"	2	"SI9227"	"1"
1254	"P2"	"bc3"	2	1	"C"	"C1"	"W164"	"Water"	"Lemna_Minor_8389"	3	"LM8389"	"2"
5752	"P2"	"bc40"	2	5	"H"	"H5"	"W153"	"Water"	"Lemna_Japonica_9250"	3	"LJ9250"	"2"
5426	"P2"	"bc41"	2	6	"A"	"A6"	"L139"	"Front"	"Londoltia_Punctata_7760"	4	"LP7760"	"2"
527	"P2"	"bc42"	2	6	"B"	"B6"	"R172"	"Root"	"Lemna_Valdiviana_7650"	2	"LV7650"	"2"
2046	"P2"	"bc43"	2	6	"C"	"C6"	"W146"	"Water"	"Lemna_Turionifera_9109"	1	"LT9109"	"2"
3706	"P2"	"bc45"	2	6	"E"	"E6"	"W183"	"Water"	"Lemna_Aequinoctialis_7339"	2	"LA7339"	"3"
6209	"P2"	"bc46"	2	6	"F"	"F6"	"L168"	"Front"	"Lemna_Valdiviana_7650"	3	"LV7650"	"2"
5784	"P2"	"bc47"	2	6	"G"	"G6"	"L187"	"Front"	"Lemna_Perpusilla_8539"	2	"LP8539"	"3"
3637	"P2"	"bc48"	2	6	"H"	"H6"	"L144"	"Front"	"Londoltia_Punctata_0049"	3	"LP0049"	"2"
7807	"P2"	"bc49"	2	7	"A"	"A7"	"R188"	"Root"	"Lemna_Perpusilla_8539"	4	"LP8539"	"3"
5349	"P2"	"bc4"	2	1	"D"	"D1"	"L126"	"Front"	"Spirodela_polyrhiza_7498"	1	"SP7498"	"1"
1280	"P2"	"bc50"	2	7	"B"	"B7"	"W120"	"Water"	"Spirodela_polyrhiza_9509"	5	"SP9509"	"1"
3056	"P2"	"bc51"	2	7	"C"	"C7"	"W142"	"Water"	"Londoltia_Punctata_0049"	2	"LP0049"	"2"
2185	"P2"	"bc52"	2	7	"D"	"D7"	"W166"	"Water"	"Lemna_Minor_8389"	5	"LM8389"	"2"
922	"P2"	"bc53"	2	7	"E"	"E7"	"L169"	"Front"	"Lemna_Valdiviana_7650"	4	"LV7650"	"2"
4120	"P2"	"bc54"	2	7	"F"	"F7"	"R108"	"Root"	"Spirodela_Intermedia_7820"	3	"SI7820"	"1"
3162	"P2"	"bc55"	2	7	"G"	"G7"	"L147"	"Front"	"Lemna_Turionifera_9109"	2	"LT9109"	"2"
2812	"P2"	"bc56"	2	7	"H"	"H7"	"L160"	"Front"	"Lemna_Minor_7123"	5	"LM7123"	"2"
4868	"P2"	"bc57"	2	8	"A"	"A8"	"R161"	"Root"	"Lemna_Minor_8389"	1	"LM8389"	"2"
6686	"P2"	"bc58"	2	8	"B"	"B8"	"R198"	"Root"	"Pistia_Stratiotes"	3	"PS"	"PS"
3684	"P2"	"bc59"	2	8	"C"	"C8"	"W117"	"Water"	"Spirodela_polyrhiza_9509"	2	"SP9509"	"1"
4671	"P2"	"bc5"	2	1	"E"	"E1"	"L150"	"Front"	"Lemna_Turionifera_9109"	5	"LT9109"	"2"
4867	"P2"	"bc60"	2	8	"D"	"D8"	"L163"	"Front"	"Lemna_Minor_8389"	3	"LM8389"	"2"
1612	"P2"	"bc61"	2	8	"E"	"E8"	"L127"	"Front"	"Spirodela_polyrhiza_7498"	2	"SP7498"	"1"
4069	"P2"	"bc62"	2	8	"F"	"F8"	"R176"	"Root"	"Lemna_Minuta_7200"	1	"LM7200"	"3"
991	"P2"	"bc63"	2	8	"G"	"G8"	"L131"	"Front"	"Spirodela_polyrhiza_9192"	1	"SP9192"	"1"
3276	"P2"	"bc64"	2	8	"H"	"H8"	"R191"	"Root"	"Lemna_Tenera_9243"	1	"LT9243"	"3"
6690	"P2"	"bc65"	2	9	"A"	"A9"	"W172"	"Water"	"Lemna_Yungensis_5280"	1	"LY5280"	"3"
2286	"P2"	"bc66"	2	9	"B"	"B9"	"L119"	"Front"	"Spirodela_polyrhiza_9509"	4	"SP9509"	"1"
2441	"P2"	"bc67"	2	9	"C"	"C9"	"W196"	"Water"	"Pistia_Stratiotes"	1	"PS"	"PS"
1428	"P2"	"bc68"	2	9	"D"	"D9"	"W115"	"Water"	"Spirodela_Intermedia_9227"	4	"SI9227"	"1"
2359	"P2"	"bc69"	2	9	"E"	"E9"	"L149"	"Front"	"Lemna_Turionifera_9109"	4	"LT9109"	"2"
2848	"P2"	"bc6"	2	1	"F"	"F1"	"R110"	"Root"	"Spirodela_Intermedia_7820"	5	"SI7820"	"1"
355	"P2"	"bc70"	2	9	"F"	"F9"	"R144"	"Root"	"Londoltia_Punctata_0049"	4	"LP0049"	"2"
1986	"P2"	"bc71"	2	9	"G"	"G9"	"L138"	"Front"	"Londoltia_Punctata_7760"	3	"LP7760"	"2"
4637	"P2"	"bc72"	2	9	"H"	"H9"	"W192"	"Water"	"Lemna_Tenera_9243"	2	"LT9243"	"3"
7379	"P2"	"bc73"	2	10	"A"	"A10"	"R174"	"Root"	"Lemna_Valdiviana_7650"	4	"LV7650"	"2"
6447	"P2"	"bc74"	2	10	"B"	"B10"	"L121"	"Front"	"Spirodela_polyrhiza_5543"	1	"SP5543"	"1"
5062	"P2"	"bc75"	2	10	"C"	"C10"	"L174"	"Front"	"Lemna_Yungensis_5280"	4	"LY5280"	"3"
2205	"P2"	"bc76"	2	10	"D"	"D10"	"R111"	"Root"	"Spirodela_Intermedia_9227"	1	"SI9227"	"1"
2333	"P2"	"bc77"	2	10	"E"	"E10"	"L173"	"Front"	"Lemna_Yungensis_5280"	3	"LY5280"	"3"
2221	"P2"	"bc78"	2	10	"F"	"F10"	"W194"	"Water"	"Lemna_Tenera_9243"	3	"LT9243"	"3"
2779	"P2"	"bc79"	2	10	"G"	"G10"	"W169"	"Water"	"Lemna_Valdiviana_7650"	3	"LV7650"	"2"
4990	"P2"	"bc7"	2	1	"G"	"G1"	"W122"	"Water"	"Spirodela_polyrhiza_5543"	1	"SP5543"	"1"
5064	"P2"	"bc80"	2	10	"H"	"H10"	"L109"	"Front"	"Spirodela_Intermedia_7820"	4	"SI7820"	"1"
3911	"P2"	"bc81"	2	11	"A"	"A11"	"L196"	"Front"	"Pistia_Stratiotes"	1	"PS"	"PS"
2463	"P2"	"bc82"	2	11	"B"	"B11"	"R164"	"Root"	"Lemna_Minor_8389"	3	"LM8389"	"2"
2360	"P2"	"bc83"	2	11	"C"	"C11"	"R160"	"Root"	"Lemna_Minor_7123"	5	"LM7123"	"2"
462	"P2"	"bc84"	2	11	"D"	"D11"	"L180"	"Front"	"Lemna_Minuta_7200"	5	"LM7200"	"3"
2023	"P2"	"bc85"	2	11	"E"	"E11"	"W191"	"Water"	"Lemna_Tenera_9243"	1	"LT9243"	"3"
831	"P2"	"bc86"	2	11	"F"	"F11"	"L165"	"Front"	"Lemna_Minor_8389"	5	"LM8389"	"2"
2972	"P2"	"bc87"	2	11	"G"	"G11"	"W128"	"Water"	"Spirodela_polyrhiza_7498"	3	"SP7498"	"1"
2323	"P2"	"bc88"	2	11	"H"	"H11"	"W163"	"Water"	"Lemna_Minor_8389"	2	"LM8389"	"2"
5280	"P2"	"bc89"	2	12	"A"	"A12"	"R118"	"Root"	"Spirodela_polyrhiza_9509"	3	"SP9509"	"1"
7537	"P2"	"bc8"	2	1	"H"	"H1"	"L192"	"Front"	"Lemna_Tenera_9243"	2	"LT9243"	"3"
